nu,RT,q2,nuel,ex
0.00989,0.0908632,0.0899021879,0.00402141559240675,0.0058685844075932496
0.01053,0.1817264,0.0898891191,0.004020831011793956,0.006509168988206043
0.01111,0.30287733,0.0898765679,0.0040202695839515155,0.0070897304160484845
0.01157,0.454316,0.0898661351,0.0040198029142789245,0.007550197085721076
0.01192,0.62089854,0.08985791359999999,0.004019435158286937,0.007900564841713063
0.01209,0.80262494,0.0898538319,0.0040192525797267615,0.00807074742027324
0.01226,0.98435134,0.0898496924,0.004019067415714253,0.008240932584285748
0.0125,1.16607774,0.08984375,0.004018801606165292,0.008481198393834708
0.01273,1.34780414,0.0898379471,0.004018542036592112,0.008711457963407887
0.01284,1.55981827,0.0898351344,0.004018416221682587,0.008821583778317415
0.01302,1.77183241,0.0898304796,0.004018208007781048,0.009001791992218951
0.01313,1.98384654,0.0898276031,0.0040180793390331366,0.009111920660966864
0.01325,2.19586068,0.08982443749999999,0.004017937738550471,0.009232062261449528
0.01336,2.40787481,0.0898215104,0.0040178068064134955,0.009342193193586505
0.01348,2.61988894,0.08981828959999999,0.004017662736779123,0.009462337263220877
0.0136,2.84704695,0.08981504,0.004017517378891687,0.009582482621108312
0.01371,3.05906108,0.0898120359,0.004017383002467004,0.009692616997532995
0.01383,3.28621908,0.0898087311,0.004017235175427861,0.00981276482457214
0.01389,3.49823322,0.0898070679,0.004017160778813389,0.00987283922118661
0.01395,3.72539122,0.0898053975,0.004017086060135652,0.009932913939864348
0.01406,3.96769308,0.0898023164,0.004016948239423263,0.010043051760576738
0.01412,4.22513882,0.0898006256,0.004016872608232938,0.010103127391767063
0.01424,4.49772842,0.0897972224,0.004016720379662491,0.010223279620337509
0.01435,4.77031802,0.0897940775,0.004016579705111716,0.010333420294888283
0.01441,5.04290762,0.0897923519,0.0040165025172822725,0.010393497482717727
0.01453,5.30035336,0.0897888791,0.004016347175433586,0.010513652824566413
0.01464,5.57294296,0.0897856704,0.004016203647044425,0.010623796352955576
0.01476,5.81524483,0.0897821424,0.004016045836044032,0.010743954163955969
0.01482,6.05754669,0.0897803676,0.004015966447448936,0.010804033552551065
0.01493,6.29984856,0.0897770951,0.004015820065221389,0.010914179934778612
0.01499,6.5572943,0.0897752999,0.004015739764113706,0.010974260235886293
0.01505,6.81474003,0.0897734975,0.004015659140942757,0.011034340859057242
0.01511,7.1024735,0.0897716879,0.004015578195708542,0.011094421804291458
0.01523,7.35991923,0.0897680471,0.0040154153390503135,0.011214584660949687
0.01528,7.6930843,0.0897665216,0.004015347101895807,0.011264652898104193
0.0154,7.99596164,0.08976284,0.004015182420212404,0.011384817579787597
0.01552,8.34427057,0.0897591296,0.004015016450275936,0.011504983549724065
0.01563,8.66229177,0.0897557031,0.004014863179472975,0.011615136820527026
0.01575,8.93488137,0.08975193749999999,0.0040146947403848,0.011735305259615199
0.01587,9.23775871,0.0897481431,0.004014525013043562,0.011855474986956438
0.01592,9.60121151,0.0897465536,0.004014453913104467,0.011905546086895532
0.01604,9.96466431,0.08974271839999999,0.004014282360738053,0.012025717639261945
0.01616,10.32811711,0.0897388544,0.004014109520118576,0.012145890479881426
0.01633,10.72185765,0.0897333311,0.004013862457335563,0.012316137542664439
0.01651,11.14588592,0.0897274199,0.004013598043394088,0.012496401956605913
0.01662,11.53962645,0.0897237756,0.004013435030177328,0.01260656496982267
0.01674,11.93336699,0.0897197724,0.004013255963001372,0.01272674403699863
0.01685,12.32710752,0.08971607749999999,0.004013090686395546,0.012836909313604455
0.01697,12.72084806,0.0897120191,0.004012909150067883,0.012957090849932115
0.01715,13.11458859,0.0897058775,0.0040126344301018935,0.013137365569898106
0.01732,13.47804139,0.0897000176,0.004012372310861189,0.01330762768913881
0.01744,13.84149419,0.0896958464,0.004012185728875691,0.01342781427112431
0.01761,14.18980313,0.0896898879,0.004011919199157482,0.01359808080084252
0.01773,14.50782433,0.0896856471,0.004011729503893745,0.013718270496106254
0.01778,14.7501262,0.08968387159999999,0.004011650083986942,0.01376834991601306
0.0179,14.886421,0.08967959,0.00401145856369803,0.01388854143630197
0.01825,14.7501262,0.0896669375,0.004010892604604359,0.01423910739539564
0.01848,14.55325593,0.0896584896,0.004010514721511893,0.014469485278488107
0.01871,14.32609793,0.08964993589999999,0.004010132105878655,0.014699867894121345
0.01894,14.09893993,0.0896412764,0.004009744757704647,0.01493025524229535
0.01911,13.84149419,0.0896348079,0.004009455415171756,0.015100544584828242
0.01923,13.53861686,0.0896302071,0.004009249616744713,0.015220750383255287
0.01934,13.25088339,0.0896259644,0.004009059836492058,0.015330940163507941
0.01952,12.94800606,0.0896189696,0.004008746952029034,0.015511253047970965
0.01969,12.66027259,0.0896123039,0.004008448788541131,0.015681551211458866
0.0198,12.37253912,0.08960796,0.004008254481510347,0.015791745518489653
0.02003,12.13023725,0.0895987991,0.004007844705208335,0.016022155294791663
0.02027,11.87279152,0.0895891271,0.00400741206688753,0.01626258793311247
0.0205,11.61534578,0.08957975,0.004006992619741333,0.01649300738025867
0.02067,11.35790005,0.0895727511,0.004006679551881171,0.01666332044811883
0.0209,11.13074205,0.08956319,0.004006251874229284,0.016893748125770713
0.02148,10.99444725,0.0895386096,0.004005152368131195,0.017474847631868802
0.02194,10.93387178,0.08951863639999999,0.004004258946738608,0.017935741053261393
0.02246,11.00959112,0.0894955484,0.0040032261971986215,0.01845677380280138
0.02298,11.11559818,0.08947191959999999,0.004002169257128869,0.01897783074287113
0.02356,11.20646138,0.0894449264,0.004000961824051828,0.019559038175948174
0.02402,11.29732458,0.08942303959999999,0.00399998280540007,0.02002001719459993
0.02414,11.44876325,0.08941726039999999,0.003999724295951807,0.020140275704048194
0.02426,11.60020192,0.0894114524,0.00399946449825048,0.02026053550174952
0.02431,11.75164059,0.0894090239,0.003999355868994682,0.020310644131005317
0.02443,11.90307925,0.0894031751,0.00399909424626818,0.02043090575373182
0.02455,12.05451792,0.0893972975,0.003998831335288615,0.020551168664711385
0.02466,12.20595659,0.0893918844,0.003998589201862813,0.020661410798137186
0.02472,12.35739525,0.08938892159999999,0.003998456672828809,0.020721543327171188
0.02484,12.44825846,0.0893829744,0.003998190648571005,0.020841809351428996
0.02518,12.32710752,0.0893659676,0.0039974299172440535,0.021182570082755946
0.02541,12.14538112,0.0893543319,0.003996909440640519,0.021413090559359478
0.02564,11.96365472,0.08934259039999999,0.003996384231496212,0.021643615768503786
0.02588,11.81221605,0.0893302256,0.003995831141513882,0.021884168858486118
0.02611,11.90307925,0.0893182679,0.003995296261525391,0.02211470373847461
0.02645,12.05451792,0.0893003975,0.003994496900498912,0.02245550309950109
0.0268,12.20595659,0.08928176,0.003993663226315288,0.022806336773684713
0.02715,12.34225139,0.08926287749999999,0.0039928185930344145,0.023157181406965585
0.0275,12.47854619,0.08924375,0.003991963000656293,0.023508036999343708
0.02784,12.61484099,0.0892249344,0.003991121359879934,0.023848878640120065
0.02813,12.78142352,0.0892087031,0.003990395317450604,0.024139604682549394
0.02831,13.00858152,0.0891985439,0.003989940886182125,0.024320059113817873
0.02848,13.23573953,0.0891888896,0.003989509039600183,0.024490490960399815
0.02877,13.47804139,0.0891722871,0.003988766393020244,0.024781233606979758
0.02906,13.72034326,0.0891555164,0.003988016222684561,0.025071983777315437
0.02935,13.96264513,0.0891385775,0.003987258528593134,0.025362741471406866
0.02964,14.17465926,0.0891214704,0.003986493310745963,0.025653506689254035
0.02999,14.432105,0.0891005999,0.003985559752218836,0.026004440247781164
0.03028,14.659263,0.0890831216,0.0039847779302210565,0.026295222069778947
0.03057,14.87127713,0.0890654751,0.0039839885844675325,0.02658601141553247
0.03091,15.09843513,0.0890445719,0.003983053563236406,0.026926946436763594
0.0312,15.340737,0.08902655999999999,0.003982247872772127,0.027217752127227872
0.03159,15.59481743,0.0890020719,0.003981152495346185,0.027608847504653814
0.03199,15.86824836,0.0889766399,0.003980014896320677,0.02800998510367932
0.03243,16.09961299,0.08894829509999999,0.0039787470048116245,0.028451252995188376
0.03279,16.30994447,0.0889248159,0.0039776967565008465,0.028812303243499152
0.03316,16.50975938,0.0889004144,0.0039766052527803,0.0291833947472197
0.03352,16.73060744,0.0888764096,0.003975531493851096,0.029544468506148905
0.03388,16.93042235,0.0888521456,0.003974446140644313,0.02990555385935569
